,Age,Sex,PR,SW,z
1020,9,Girls,20,111,"-0,83"
1021,9,Girls,22,114,"-0,70"
1022,9,Girls,24,115,"-0,65"
1023,9,Girls,26,116,"-0,60"
1024,9,Girls,28,117,"-0,55"
1025,9,Girls,30,118,"-0,50"
1026,9,Girls,32,119,"-0,45"
1027,9,Girls,34,120,"-0,40"
1028,9,Girls,36,121,"-0,35"
1029,9,Girls,38,122,"-0,30"
1030,9,Girls,40,123,"-0,25"
1031,9,Girls,42,124,"-0,20"
1032,9,Girls,44,125,"-0,15"
1033,9,Girls,46,126,"-0,10"
1034,9,Girls,48,128,"-0,05"
1035,9,Girls,50,129,"0,00"
1036,9,Girls,52,130,"0,05"
1037,9,Girls,54,131,"0,10"
1038,9,Girls,56,132,"0,15"
1039,9,Girls,58,133,"0,20"
1040,9,Girls,60,134,"0,25"
1041,9,Girls,62,135,"0,30"
1042,9,Girls,64,136,"0,35"
1043,9,Girls,66,137,"0,40"
1044,9,Girls,68,138,"0,45"
1045,9,Girls,70,139,"0,50"
1046,9,Girls,72,140,"0,55"
1047,9,Girls,74,141,"0,60"
1048,9,Girls,76,142,"0,65"
1049,9,Girls,78,143,"0,70"
1050,9,Girls,80,146,"0,83"
1051,9,Girls,82,147,"0,90"
1052,9,Girls,84,149,"1,00"
1053,9,Girls,86,151,"1,10"
1054,9,Girls,88,153,"1,20"
1055,9,Girls,90,155,"1,30"
1056,9,Girls,92,157,"1,40"
1057,9,Girls,93,159,"1,50"
1058,9,Girls,94,161,"1,60"
1059,9,Girls,96,166,"1,80"
1060,9,Girls,"97,5",170,"2,00"
1061,9,Girls,">99.5",190,">3,0"
1062,10,Girls,"<0.5",71,"<-3,0"
1063,10,Girls,"2.5",93,"-2,00"
1064,10,Girls,4,97,"-1,80"
1065,10,Girls,6,102,"-1,60"
1066,10,Girls,7,104,"-1,50"
1067,10,Girls,8,106,"-1,40"
1068,10,Girls,10,108,"-1,30"
1069,10,Girls,12,111,"-1,20"
1070,10,Girls,14,113,"-1,10"
1071,10,Girls,16,115,"-1,00"
1072,10,Girls,18,117,"-0,90"
1073,10,Girls,20,119,"-0,83"
1074,10,Girls,22,121,"-0,70"
1075,10,Girls,24,123,"-0,65"
1076,10,Girls,26,124,"-0,60"
1077,10,Girls,28,125,"-0,55"
1078,10,Girls,30,126,"-0,50"
1079,10,Girls,32,127,"-0,45"
1080,10,Girls,34,128,"-0,40"
1081,10,Girls,36,129,"-0,35"
1082,10,Girls,38,130,"-0,30"
1083,10,Girls,40,131,"-0,25"
1084,10,Girls,42,132,"-0,20"
1085,10,Girls,44,133,"-0,15"
1086,10,Girls,46,135,"-0,10"
1087,10,Girls,48,136,"-0,05"
1088,10,Girls,50,137,"0,00"
1089,10,Girls,52,138,"0,05"
1090,10,Girls,54,139,"0,10"
1091,10,Girls,56,140,"0,15"
1092,10,Girls,58,141,"0,20"
1093,10,Girls,60,142,"0,25"
1094,10,Girls,62,143,"0,30"
1095,10,Girls,64,144,"0,35"
1096,10,Girls,66,146,"0,40"
1097,10,Girls,68,147,"0,45"
1098,10,Girls,70,148,"0,50"
1099,10,Girls,72,149,"0,55"
1100,10,Girls,74,150,"0,60"
1101,10,Girls,76,151,"0,65"
1102,10,Girls,78,152,"0,70"
1103,10,Girls,80,154,"0,83"
1104,10,Girls,82,156,"0,90"
1105,10,Girls,84,159,"1,00"
1106,10,Girls,86,161,"1,10"
1107,10,Girls,88,163,"1,20"
1108,10,Girls,90,165,"1,30"
1109,10,Girls,92,167,"1,40"
1110,10,Girls,93,170,"1,50"
1111,10,Girls,94,172,"1,60"
1112,10,Girls,96,176,"1,80"
1113,10,Girls,"97,5",181,"2,00"
1114,10,Girls,">99.5",202,">3,0"
1115,11,Girls,"<0.5",75,"<-3,0"
1116,11,Girls,"2.5",99,"-2,00"
1117,11,Girls,4,103,"-1,80"
1118,11,Girls,6,108,"-1,60"
1119,11,Girls,7,110,"-1,50"
1120,11,Girls,8,113,"-1,40"
1121,11,Girls,10,115,"-1,30"
1122,11,Girls,12,117,"-1,20"
1123,11,Girls,14,119,"-1,10"
1124,11,Girls,16,122,"-1,00"
1125,11,Girls,18,124,"-0,90"
1126,11,Girls,20,126,"-0,83"
1127,11,Girls,22,129,"-0,70"
1128,11,Girls,24,130,"-0,65"
1129,11,Girls,26,131,"-0,60"
1130,11,Girls,28,132,"-0,55"
1131,11,Girls,30,133,"-0,50"
1132,11,Girls,32,135,"-0,45"
1133,11,Girls,34,136,"-0,40"
1134,11,Girls,36,137,"-0,35"
1135,11,Girls,38,138,"-0,30"
1136,11,Girls,40,139,"-0,25"
1137,11,Girls,42,140,"-0,20"
1138,11,Girls,44,142,"-0,15"
1139,11,Girls,46,143,"-0,10"
1140,11,Girls,48,144,"-0,05"
1141,11,Girls,50,145,"0,00"
1142,11,Girls,52,146,"0,05"
1143,11,Girls,54,147,"0,10"
1144,11,Girls,56,148,"0,15"
1145,11,Girls,58,150,"0,20"
1146,11,Girls,60,151,"0,25"
1147,11,Girls,62,152,"0,30"
1148,11,Girls,64,153,"0,35"
1149,11,Girls,66,154,"0,40"
1150,11,Girls,68,155,"0,45"
1151,11,Girls,70,157,"0,50"
1152,11,Girls,72,158,"0,55"
1153,11,Girls,74,159,"0,60"
1154,11,Girls,76,160,"0,65"
1155,11,Girls,78,161,"0,70"
1156,11,Girls,80,164,"0,83"
1157,11,Girls,82,166,"0,90"
1158,11,Girls,84,168,"1,00"
1159,11,Girls,86,171,"1,10"
1160,11,Girls,88,173,"1,20"
1161,11,Girls,90,175,"1,30"
1162,11,Girls,92,177,"1,40"
1163,11,Girls,93,180,"1,50"
1164,11,Girls,94,182,"1,60"
1165,11,Girls,96,187,"1,80"
1166,11,Girls,"97,5",191,"2,00"
1167,11,Girls,">99.5",215,">3,0"
1168,12,Girls,"<0.5",79,"<-3,0"
1169,12,Girls,"2.5",103,"-2,00"
1170,12,Girls,4,108,"-1,80"
1171,12,Girls,6,113,"-1,60"
1172,12,Girls,7,115,"-1,50"
1173,12,Girls,8,118,"-1,40"
1174,12,Girls,10,120,"-1,30"
1175,12,Girls,12,122,"-1,20"
1176,12,Girls,14,125,"-1,10"
1177,12,Girls,16,127,"-1,00"
1178,12,Girls,18,130,"-0,90"
1179,12,Girls,20,131,"-0,83"
1180,12,Girls,22,135,"-0,70"
1181,12,Girls,24,136,"-0,65"
1182,12,Girls,26,137,"-0,60"
1183,12,Girls,28,138,"-0,55"
1184,12,Girls,30,139,"-0,50"
1185,12,Girls,32,141,"-0,45"
1186,12,Girls,34,142,"-0,40"
1187,12,Girls,36,143,"-0,35"
1188,12,Girls,38,144,"-0,30"
1189,12,Girls,40,146,"-0,25"
1190,12,Girls,42,147,"-0,20"
1191,12,Girls,44,148,"-0,15"
1192,12,Girls,46,149,"-0,10"
1193,12,Girls,48,150,"-0,05"
1194,12,Girls,50,152,"0,00"
1195,12,Girls,52,153,"0,05"
1196,12,Girls,54,154,"0,10"
1197,12,Girls,56,155,"0,15"
1198,12,Girls,58,156,"0,20"
1199,12,Girls,60,158,"0,25"
1200,12,Girls,62,159,"0,30"
1201,12,Girls,64,160,"0,35"
1202,12,Girls,66,161,"0,40"
1203,12,Girls,68,162,"0,45"
1204,12,Girls,70,164,"0,50"
1205,12,Girls,72,165,"0,55"
1206,12,Girls,74,166,"0,60"
1207,12,Girls,76,167,"0,65"
1208,12,Girls,78,169,"0,70"
1209,12,Girls,80,172,"0,83"
1210,12,Girls,82,173,"0,90"
1211,12,Girls,84,176,"1,00"
1212,12,Girls,86,178,"1,10"
1213,12,Girls,88,181,"1,20"
1214,12,Girls,90,183,"1,30"
1215,12,Girls,92,186,"1,40"
1216,12,Girls,93,188,"1,50"
1217,12,Girls,94,190,"1,60"
1218,12,Girls,96,195,"1,80"
1219,12,Girls,"97,5",200,"2,00"
1220,12,Girls,">99.5",224,">3,0"
1221,13,Girls,"<0.5",79,"<-3,0"
1222,13,Girls,"2.5",103,"-2,00"
1223,13,Girls,4,108,"-1,80"
1224,13,Girls,6,113,"-1,60"
1225,13,Girls,7,115,"-1,50"
1226,13,Girls,8,118,"-1,40"
1227,13,Girls,10,120,"-1,30"
1228,13,Girls,12,122,"-1,20"
1229,13,Girls,14,125,"-1,10"
1230,13,Girls,16,127,"-1,00"
1231,13,Girls,18,130,"-0,90"
1232,13,Girls,20,131,"-0,83"
1233,13,Girls,22,135,"-0,70"
1234,13,Girls,24,136,"-0,65"
1235,13,Girls,26,137,"-0,60"
1236,13,Girls,28,138,"-0,55"
1237,13,Girls,30,139,"-0,50"
1238,13,Girls,32,141,"-0,45"
1239,13,Girls,34,142,"-0,40"
1240,13,Girls,36,143,"-0,35"
1241,13,Girls,38,144,"-0,30"
1242,13,Girls,40,146,"-0,25"
1243,13,Girls,42,147,"-0,20"
1244,13,Girls,44,148,"-0,15"
1245,13,Girls,46,149,"-0,10"
1246,13,Girls,48,150,"-0,05"
1247,13,Girls,50,152,"0,00"
1248,13,Girls,52,153,"0,05"
1249,13,Girls,54,154,"0,10"
1250,13,Girls,56,155,"0,15"
1251,13,Girls,58,156,"0,20"
1252,13,Girls,60,158,"0,25"
1253,13,Girls,62,159,"0,30"
1254,13,Girls,64,160,"0,35"
1255,13,Girls,66,161,"0,40"
1256,13,Girls,68,162,"0,45"
1257,13,Girls,70,164,"0,50"
1258,13,Girls,72,165,"0,55"
1259,13,Girls,74,166,"0,60"
1260,13,Girls,76,167,"0,65"
1261,13,Girls,78,169,"0,70"
1262,13,Girls,80,172,"0,83"
1263,13,Girls,82,173,"0,90"
1264,13,Girls,84,176,"1,00"
1265,13,Girls,86,178,"1,10"
1266,13,Girls,88,181,"1,20"
1267,13,Girls,90,183,"1,30"
1268,13,Girls,92,186,"1,40"
1269,13,Girls,93,188,"1,50"
1270,13,Girls,94,190,"1,60"
1271,13,Girls,96,195,"1,80"
1272,13,Girls,"97,5",200,"2,00"
1273,13,Girls,">99.5",224,">3,0"
1274,14,Girls,"<0.5",79,"<-3,0"
1275,14,Girls,"2.5",103,"-2,00"
1276,14,Girls,4,108,"-1,80"
1277,14,Girls,6,113,"-1,60"
1278,14,Girls,7,115,"-1,50"
1279,14,Girls,8,118,"-1,40"
1280,14,Girls,10,120,"-1,30"
1281,14,Girls,12,122,"-1,20"
1282,14,Girls,14,125,"-1,10"
1283,14,Girls,16,127,"-1,00"
1284,14,Girls,18,130,"-0,90"
1285,14,Girls,20,131,"-0,83"
1286,14,Girls,22,135,"-0,70"
1287,14,Girls,24,136,"-0,65"
1288,14,Girls,26,137,"-0,60"
1289,14,Girls,28,138,"-0,55"
1290,14,Girls,30,139,"-0,50"
1291,14,Girls,32,141,"-0,45"
1292,14,Girls,34,142,"-0,40"
1293,14,Girls,36,143,"-0,35"
1294,14,Girls,38,144,"-0,30"
1295,14,Girls,40,148,"-0,25"
1296,14,Girls,42,149,"-0,20"
1297,14,Girls,44,149,"-0,15"
1298,14,Girls,46,149,"-0,10"
1299,14,Girls,48,150,"-0,05"
1300,14,Girls,50,152,"0,00"
1301,14,Girls,52,153,"0,05"
1302,14,Girls,54,154,"0,10"
1303,14,Girls,56,155,"0,15"
1304,14,Girls,58,156,"0,20"
1305,14,Girls,60,156,"0,25"
1306,14,Girls,62,159,"0,30"
1307,14,Girls,64,160,"0,35"
1308,14,Girls,66,161,"0,40"
1309,14,Girls,68,162,"0,45"
1310,14,Girls,70,164,"0,50"
1311,14,Girls,72,165,"0,55"
1312,14,Girls,74,166,"0,60"
1313,14,Girls,76,167,"0,65"
1314,14,Girls,78,169,"0,70"
1315,14,Girls,80,172,"0,83"
1316,14,Girls,82,173,"0,90"
1317,14,Girls,84,176,"1,00"
1318,14,Girls,86,178,"1,10"
1319,14,Girls,88,181,"1,20"
1320,14,Girls,90,183,"1,30"
1321,14,Girls,92,186,"1,40"
1322,14,Girls,93,188,"1,50"
1323,14,Girls,94,190,"1,60"
1324,14,Girls,96,195,"1,80"
1325,14,Girls,"97,5",200,"2,00"
1326,14,Girls,">99.5",224,">3,0"
1327,15,Girls,"<0.5",79,"<-3,0"
1328,15,Girls,"2.5",103,"-2,00"
1329,15,Girls,4,108,"-1,80"
1330,15,Girls,6,113,"-1,60"
1331,15,Girls,7,115,"-1,50"
1332,15,Girls,8,118,"-1,40"
1333,15,Girls,10,120,"-1,30"
1334,15,Girls,12,122,"-1,20"
1335,15,Girls,14,125,"-1,10"
1336,15,Girls,16,127,"-1,00"
1337,15,Girls,18,130,"-0,90"
1338,15,Girls,20,131,"-0,83"
1339,15,Girls,22,135,"-0,70"
1340,15,Girls,24,136,"-0,65"
1341,15,Girls,26,137,"-0,60"
1342,15,Girls,28,138,"-0,55"
1343,15,Girls,30,139,"-0,50"
1344,15,Girls,32,141,"-0,45"
1345,15,Girls,34,142,"-0,40"
1346,15,Girls,36,143,"-0,35"
1347,15,Girls,38,144,"-0,30"
1348,15,Girls,40,146,"-0,25"
1349,15,Girls,42,147,"-0,20"
1350,15,Girls,44,148,"-0,15"
1351,15,Girls,46,149,"-0,10"
1352,15,Girls,48,150,"-0,05"
1353,15,Girls,50,152,"0,00"
1354,15,Girls,52,153,"0,05"
1355,15,Girls,54,154,"0,10"
1356,15,Girls,56,155,"0,15"
1357,15,Girls,58,156,"0,20"
1358,15,Girls,60,158,"0,25"
1359,15,Girls,62,159,"0,30"
1360,15,Girls,64,160,"0,35"
1361,15,Girls,66,161,"0,40"
1362,15,Girls,68,162,"0,45"
1363,15,Girls,70,164,"0,50"
1364,15,Girls,72,165,"0,55"
1365,15,Girls,74,166,"0,60"
1366,15,Girls,76,167,"0,65"
1367,15,Girls,78,169,"0,70"
1368,15,Girls,80,172,"0,83"
1369,15,Girls,82,173,"0,90"
1370,15,Girls,84,176,"1,00"
1371,15,Girls,86,178,"1,10"
1372,15,Girls,88,181,"1,20"
1373,15,Girls,90,183,"1,30"
1374,15,Girls,92,186,"1,40"
1375,15,Girls,93,188,"1,50"
1376,15,Girls,94,190,"1,60"
1377,15,Girls,96,195,"1,80"
1378,15,Girls,"97,5",200,"2,00"
1379,15,Girls,">99.5",224,">3,0"
1380,16,Girls,"<0.5",79,"<-3,0"
1381,16,Girls,"2.5",103,"-2,00"
1382,16,Girls,4,108,"-1,80"
1383,16,Girls,6,113,"-1,60"
1384,16,Girls,7,115,"-1,50"
1385,16,Girls,8,118,"-1,40"
1386,16,Girls,10,120,"-1,30"
1387,16,Girls,12,122,"-1,20"
1388,16,Girls,14,125,"-1,10"
1389,16,Girls,16,127,"-1,00"
1390,16,Girls,18,130,"-0,90"
1391,16,Girls,20,131,"-0,83"
1392,16,Girls,22,135,"-0,70"
1393,16,Girls,24,136,"-0,65"
1394,16,Girls,26,137,"-0,60"
1395,16,Girls,28,138,"-0,55"
1396,16,Girls,30,139,"-0,50"
1397,16,Girls,32,141,"-0,45"
1398,16,Girls,34,142,"-0,40"
1399,16,Girls,36,143,"-0,35"
1400,16,Girls,38,144,"-0,30"
1401,16,Girls,40,146,"-0,25"
1402,16,Girls,42,147,"-0,20"
1403,16,Girls,44,148,"-0,15"
1404,16,Girls,46,149,"-0,10"
1405,16,Girls,48,150,"-0,05"
1406,16,Girls,50,152,"0,00"
1407,16,Girls,52,153,"0,05"
1408,16,Girls,54,154,"0,10"
1409,16,Girls,56,155,"0,15"
1410,16,Girls,58,156,"0,20"
1411,16,Girls,60,158,"0,25"
1412,16,Girls,62,159,"0,30"
1413,16,Girls,64,160,"0,35"
1414,16,Girls,66,161,"0,40"
1415,16,Girls,68,162,"0,45"
1416,16,Girls,70,164,"0,50"
1417,16,Girls,72,165,"0,55"
1418,16,Girls,74,166,"0,60"
1419,16,Girls,76,167,"0,65"
1420,16,Girls,78,169,"0,70"
1421,16,Girls,80,175,"0,83"
1422,16,Girls,82,176,"0,90"
1423,16,Girls,84,176,"1,00"
1424,16,Girls,86,178,"1,10"
1425,16,Girls,88,181,"1,20"
1426,16,Girls,90,183,"1,30"
1427,16,Girls,92,186,"1,40"
1428,16,Girls,93,188,"1,50"
1429,16,Girls,94,190,"1,60"
1430,16,Girls,96,195,"1,80"
1431,16,Girls,"97,5",200,"2,00"
1432,16,Girls,">99.5",224,">3,0"
1433,17,Girls,"<0.5",79,"<-3,0"
1434,17,Girls,"2.5",103,"-2,00"
1435,17,Girls,4,108,"-1,80"
1436,17,Girls,6,113,"-1,60"
1437,17,Girls,7,115,"-1,50"
1438,17,Girls,8,118,"-1,40"
1439,17,Girls,10,120,"-1,30"
1440,17,Girls,12,122,"-1,20"
1441,17,Girls,14,125,"-1,10"
1442,17,Girls,16,127,"-1,00"
1443,17,Girls,18,130,"-0,90"
1444,17,Girls,20,131,"-0,83"
1445,17,Girls,22,135,"-0,70"
1446,17,Girls,24,136,"-0,65"
1447,17,Girls,26,137,"-0,60"
1448,17,Girls,28,138,"-0,55"
1449,17,Girls,30,139,"-0,50"
1450,17,Girls,32,141,"-0,45"
1451,17,Girls,34,142,"-0,40"
1452,17,Girls,36,143,"-0,35"
1453,17,Girls,38,144,"-0,30"
1454,17,Girls,40,146,"-0,25"
1455,17,Girls,42,147,"-0,20"
1456,17,Girls,44,148,"-0,15"
1457,17,Girls,46,149,"-0,10"
1458,17,Girls,48,150,"-0,05"
1459,17,Girls,50,152,"0,00"
1460,17,Girls,52,153,"0,05"
1461,17,Girls,54,154,"0,10"
1462,17,Girls,56,155,"0,15"
1463,17,Girls,58,156,"0,20"
1464,17,Girls,60,158,"0,25"
1465,17,Girls,62,159,"0,30"
1466,17,Girls,64,160,"0,35"
1467,17,Girls,66,161,"0,40"
1468,17,Girls,68,162,"0,45"
1469,17,Girls,70,164,"0,50"
1470,17,Girls,72,165,"0,55"
1471,17,Girls,74,166,"0,60"
1472,17,Girls,76,167,"0,65"
1473,17,Girls,78,169,"0,70"
1474,17,Girls,80,172,"0,83"
1475,17,Girls,82,173,"0,90"
1476,17,Girls,84,176,"1,00"
1477,17,Girls,86,178,"1,10"
1478,17,Girls,88,181,"1,20"
1479,17,Girls,90,183,"1,30"
1480,17,Girls,92,186,"1,40"
1481,17,Girls,93,188,"1,50"
1482,17,Girls,94,190,"1,60"
1483,17,Girls,96,195,"1,80"
1484,17,Girls,"97,5",200,"2,00"
1485,17,Girls,">99.5",224,">3,0"
